IDS_PROPQUEST_INC_000000	Evènement
IDS_PROPQUEST_INC_002100	50 NESCAFE 3-in-1 Sweet 'n Creamy Sticks for 1 NESCAFE 3-in-1 Sweet 'n Creamy Hoverboard. How does that sound eh?
IDS_PROPQUEST_INC_002101	Wheee~! The sticks! Gimme gimme! Here, as we agreed. Your NESCAFE 3-in-1 Hoverboard. And hey, you can give me as many sticks as you. can, okay? Of course, you'll still get the boards too!
IDS_PROPQUEST_INC_002102	Sorry dude, but you're lacking in sticks. Remember, I need 50 for all my friends! I'll be here.
IDS_PROPQUEST_INC_002103	Bring Pang 50 NESCAFE 3-in-1 Sweet 'n Creamy sticks and get an awesome NESCAFE 3-in-1 Hoverboard!
IDS_PROPQUEST_INC_002104	
IDS_PROPQUEST_INC_002105	Nescafe 3in1 Intense Hoverboard Quest!
IDS_PROPQUEST_INC_002106	Oi oi! Hello adventurer. Listen, I need your help. My friends and I are craving for some coffee but I can't find any! Give me 50 NESCAFE 3-in-1 Sticks and I will give you a nice reward! 
IDS_PROPQUEST_INC_002107	50 NESCAFE 3-in-1 Intense Sticks for 1 NESCAFE 3-in-1 Intense Hoverboard. How does that sound eh?
IDS_PROPQUEST_INC_002108	Wheee~! The sticks! Gimme gimme! Here, as we agreed. Your NESCAFE 3-in-1 Hoverboard. And hey, you can give me as many sticks as you. can, okay? Of course, you'll still get the boards too!
IDS_PROPQUEST_INC_002109	Sorry dude, but you're lacking in sticks. Remember, I need 50 for all my friends! I'll be here.
IDS_PROPQUEST_INC_002110	Bring Pang 50 NESCAFE 3-in-1 Intense sticks and get an awesome NESCAFE 3-in-1 Hoverboard!
IDS_PROPQUEST_INC_002111	
IDS_PROPQUEST_INC_002112	Nescafe Ultimate Hoverbike Quest!
IDS_PROPQUEST_INC_002113	Hello, are you interested in an intensely original Flight Vehicle? It's going to be one sweet ride, you'll see! You have to have one of each of these though: 1 Sweet 'n Creamy Hoverboard, 1 Original Hoverboard, 1 Intense Hoverboard
IDS_PROPQUEST_INC_002114	 Just throw-in 50,000,000 penya as processing fee, and you shall be the proud owner of The NESCAFE 3in1 Ultimate Hoverbike! Do you have what it takes to handle this high-performance vehicle?
IDS_PROPQUEST_INC_002115	Ah, I see you've lived up to the challenge. Congratulations! Here's your NESCAFE 3in1 Ultimate Hoverbike. It's the top of the line in riding class! ENJOY!
IDS_PROPQUEST_INC_002116	I am sorry, but you're missing some requirements. The vehicle can't be assembled without these. The NESCAFE 3in1 Ultimate Hoverbike is waiting for its owner. Just complete the items, and she's yours!
IDS_PROPQUEST_INC_002117	Give the NESCAFE Flight Academy Representative 1 Sweet n' Creamy Hoverboard, 1 Original Hoverboard, 1 Intense Hoverboard, and 50,000,000 penya to get a NESCAFE 3in1 Hoverbike.
IDS_PROPQUEST_INC_002118	
IDS_PROPQUEST_INC_002119	??? ??? ????!
IDS_PROPQUEST_INC_002120	??? ??? ??? ?? ?? ?? ??? ???? ??? ?? ? ?????. ??? ??? ???? ??? ?? ???? ??? ???. ??? ?? ?????
IDS_PROPQUEST_INC_002121	??? ?? ??? ????? ?? ?? ? ??? ??? ? ??? ????. ??? ?? 10?? ??? ??? ?? ??? ??? ???? ??? ??? 1?? ??????.
IDS_PROPQUEST_INC_002122	?? ?????. ??? ???? ? ?? ? ?? ?? ? ????
IDS_PROPQUEST_INC_002123	?? ??? ?? ????. ???? ??? ???!
IDS_PROPQUEST_INC_002124	? ?? ?? ??? ??? ????.. ???? ??? ??? 1?? ??????.
IDS_PROPQUEST_INC_002125	?? ???? ??? ?? 10? ???. ?? ??? ?????.
IDS_PROPQUEST_INC_002126	??? ?? 10?? ???? ??? ??? 1?? ??? ??.
IDS_PROPQUEST_INC_002127	
IDS_PROPQUEST_INC_002128	Sauver Rudolf, le compagnon du Père Noël !
IDS_PROPQUEST_INC_002129	Les monstres ont volé les Pommes d'Or utilisées pour le Gâteau de Rudolf ! Si mon compagnon ne mange pas ce gâteau, il n'aura pas la force de tirer mon traîneau…
IDS_PROPQUEST_INC_002130	Avec 10 Pommes d'Or, je peux faire un Gâteau de Pommes d'Or. S'il te plaît apporte-moi les Pommes d'Or que tu trouveras sur les monstres, afin que je puisse livrer les cadeaux aux enfants de Madrigal !
IDS_PROPQUEST_INC_002131	Merci, je t'attends ici… J'ai vraiment besoin de beaucoup de pommes ! Toutes les 10 Pommes d'Or, je t'offrirai une Chaussette Rouge en cadeau.
IDS_PROPQUEST_INC_002132	Rudolf meurt de faim ! S'il te plaît pense à me ramener des Pommes d'Or…
IDS_PROPQUEST_INC_002133	Merci, merci beaucoup ! Voici la Chaussette Rouge que je t'ai promise en récompense. Je crois que la Collectionneuse de Noël en a besoin, mais je ne sais plus pourquoi… A bientôt et bonne fêtes !
IDS_PROPQUEST_INC_002134	Il me faut au moins 10 Pommes d'Or pour confectionner un gâteau pour Rudolf, et tu ne m'en as pas apportées assez…
IDS_PROPQUEST_INC_002135	Ramener 10 Pommes d'Or au Père Noël, qui vous a promis une Chaussette Rouge en récompense.
IDS_PROPQUEST_INC_002136	
IDS_PROPQUEST_INC_002137	Collection de chaussettes rouges
IDS_PROPQUEST_INC_002138	Bonjour ! Je collectionne tous les objets en rapport avec Noël. J'ai entendu que le Père Noël donnait des Chaussettes Rouges à certaines personnes en ce moment…
IDS_PROPQUEST_INC_002139	Si tu me ramènes 5 Chaussettes Rouges, je te récompenserai par une Boîte de Noël mystérieuse.
IDS_PROPQUEST_INC_002140	Il faut absolument que je complète ma collection de Noël ! Apporte-moi vite ces chaussettes rouges !
IDS_PROPQUEST_INC_002141	Je t'en prie, il faut vraiment que je rajoute ces pièces à ma collection…
IDS_PROPQUEST_INC_002142	Oh les belles chaussettes rouges ! Voici une Boîte de Noël mystérieuse pour te récompenser, elle a beaucoup plus de valeur que les chaussettes rouges que tu m'as apportées. Merci encore et passe de bonne fêtes !
IDS_PROPQUEST_INC_002143	Souviens-toi, j'ai besoin d'au moins 5 Chaussettes Rouges pour ma collection, recompte bien le nombre de Chaussettes que tu as trouvées.
IDS_PROPQUEST_INC_002144	Ramener 5 Chaussettes Rouges à la Collectionneuse de Noël  pour les échanger contre une Boîte de Noël mystérieuse.
IDS_PROPQUEST_INC_002145	
IDS_PROPQUEST_INC_002146	Collecte gratuite
IDS_PROPQUEST_INC_002147	Je vais vous donner une boîte avec un collecteur. La boîte disparaitra à la fin de l'event. Le collecteur ne fonctionne que 14 jours.
IDS_PROPQUEST_INC_002148	Ummm….. Malheureusement, je n'en ai plus en stock. Revenez me voir plus tard, j'en ferai  un autre pour vous pendant ce temps.
IDS_PROPQUEST_INC_002149	Allez, c'est gratuit. Il suffit de se servir !
IDS_PROPQUEST_INC_002150	Bien, je vais vous donner une boîte avec un collecteur. Dès que vous aurez ouvert la boîte il fonctionnera 14 jours. Il ne peut pas être amélioré. La boîte disparaitra à la fin de l'event.
IDS_PROPQUEST_INC_002151	Rendre visite au Technicien de Collecte pour obtenir une Boîte de Collecte
IDS_PROPQUEST_INC_002152	
IDS_PROPQUEST_INC_002153	Splendide Nature, Magnifique Madrigal !
IDS_PROPQUEST_INC_002154	Je transportais des graines très spéciales pour reboiser Darkon mais des monstres m'ont attaqué et me les ont volées.
IDS_PROPQUEST_INC_002155	S'il vous plaît, ramenez-moi les Graines volées par les monstres et les Cristaux d'Âmes qui se trouvent dans les zones de collecte. Je vous offrirai une Boîte Printanière en échange de 10 graines et 10 cristaux.
IDS_PROPQUEST_INC_002156	Je vous en prie, dépêchez-vous de me ramener les graines et les cristaux d'âme.
IDS_PROPQUEST_INC_002157	D'accord, donc l'écologie de Madrigal ne vous intéresse pas ? C'est ce que vous voulez dire ?
IDS_PROPQUEST_INC_002158	Merci beaucoup, vous êtes le vrai sauveur de Madrigal. Voila la Boîte Printanière que je vous avais promise. Ouvrez-la vite pour découvrir son contenu !
IDS_PROPQUEST_INC_002159	J'ai besoin de 10 Graines et 10 Cristaux d'Âme. Faites vos comptes et revenez vite me voir.
IDS_PROPQUEST_INC_002160	Collecter 10 Graines et 10 Cristaux d'Âme,  puis les rapporter au Garde Forestier de Flarine pour obtenir une Boîte Printanière
IDS_PROPQUEST_INC_002161	
IDS_PROPQUEST_INC_002162	n/a
IDS_PROPQUEST_INC_002163	n/a
IDS_PROPQUEST_INC_002164	n/a
IDS_PROPQUEST_INC_002165	n/a
IDS_PROPQUEST_INC_002166	n/a
IDS_PROPQUEST_INC_002167	n/a
IDS_PROPQUEST_INC_002168	n/a
IDS_PROPQUEST_INC_002169	n/a
IDS_PROPQUEST_INC_002170	
IDS_PROPQUEST_INC_002171	Splendide Nature, Magnifique Madrigal !
IDS_PROPQUEST_INC_002172	Je transportais des graines très spéciales pour reboiser Darkon mais des monstres m'ont attaqué et me les ont volées.
IDS_PROPQUEST_INC_002173	S'il vous plaît, ramenez-moi les Graines volées par les monstres et les Cristaux d'Âmes qui se trouvent dans les zones de collecte. Je vous offrirai une Boîte Printanière en échange de 10 graines et 10 cristaux.
IDS_PROPQUEST_INC_002174	Je vous en prie, dépêchez-vous de me ramener les graines et les cristaux d'âme.
IDS_PROPQUEST_INC_002175	D'accord, donc l'écologie de Madrigal ne vous intéresse pas ? C'est ce que vous voulez dire ?
IDS_PROPQUEST_INC_002176	Merci beaucoup, vous êtes le vrai sauveur de Madrigal. Voila la Boîte Printanière que je vous avais promise. Ouvrez-la vite pour découvrir son contenu !
IDS_PROPQUEST_INC_002177	J'ai besoin de 10 Graines et 10 Cristaux d'Âme. Faites vos comptes et revenez vite me voir.
IDS_PROPQUEST_INC_002178	Collecter 10 Graines et 10 Cristaux d'Âme,  et les rapporter au Garde Forestier de Flarine pour obtenir une Boîte Printanière
IDS_PROPQUEST_INC_002179	
IDS_PROPQUEST_INC_002180	Redeem Gift
IDS_PROPQUEST_INC_002181	Hello,\nI am the Hostess who is running the Prepaid Card event.\nTo celebrate the opening of our prepaid cards in Target and Staples, we are running an event!
IDS_PROPQUEST_INC_002182	Here is how the event works :\n\nBuy a gPotato prepaid card at Target or Staples.  Go to our website and redeem the prepaid card for gPotatoes.
IDS_PROPQUEST_INC_002183	At the end of the redemption process, choose a bonus item.  A special gift box will be delivered to your inventory!
IDS_PROPQUEST_INC_002184	Once you get the gift box, come back to me, and tell me you wish to “Redeem Gift”.  I will then help you open your gift box, giving you a special bonus item!
IDS_PROPQUEST_INC_002185	If you bring the event coupon, I will give a special bonus item ^^
IDS_PROPQUEST_INC_002186	Good bye!
IDS_PROPQUEST_INC_002187	Thank You!  I have opened your gift box!  Enjoy your gift!
IDS_PROPQUEST_INC_002188	I am sorry, but you do not have a Prepaid Card Event Gift Box in your inventory.
IDS_PROPQUEST_INC_002189	Description of quest 
IDS_PROPQUEST_INC_002190	
IDS_PROPQUEST_INC_002191	Bienvenue sur Flyff !
IDS_PROPQUEST_INC_002192	Bienvenue dans Flyff ! Tout nouvel arrivant dans Flyff débute ces aventures ici. Vous deviendrez plus forts en chassant des monstres.
IDS_PROPQUEST_INC_002193	Les monstres menacent la paix de ce monde, vous devez donc les affronter et les éliminer. Avant de vous lancer dans la bataille, j'aimerais vous présenter les PNJ qui pourraient vous être d'un grand secours.
IDS_PROPQUEST_INC_002194	Le Bazar vend les fournitures de combat. Vous y viendrez souvent dès que vous aurez choisi votre première profession.
IDS_PROPQUEST_INC_002195	Bien, maintenant que vous avez découvert le <Bazar>, allez rendre visite à Boboko, le propriétaire de l'<Armurerie>. Il sera enchanté et vous donnera quelques penyas si vous allez le voir.
IDS_PROPQUEST_INC_002196	Boboko est à côté, il sera donc très aisé de le trouver ! Il a toujours un marteau à la main.
IDS_PROPQUEST_INC_002197	Les débutants devraient terminer cette quête afin de survivre dans Flyff !
IDS_PROPQUEST_INC_002198	Soyez le bienvenu ! Tenez voici 100 penyas, c'est trois fois rien, mais vous en aurez besoin. Je vais vous expliquer les ficelles du métier de Vagabond.
IDS_PROPQUEST_INC_002199	Boboko de <L'armurerie> me donnera 100 penyas si je lui rends visite.
IDS_PROPQUEST_INC_002200	
IDS_PROPQUEST_INC_002201	Tribulation d'un Vagabond (1)
IDS_PROPQUEST_INC_002202	Tout madrigal se réjouit de votre arrivée. Pour commencer, vous devriez vous préparer pour les combats qui vous attendent.
IDS_PROPQUEST_INC_002203	Ici, c'est <l'Armurerie>. Il n'y a pas d'armure que vous puissiez porter encore, mais cela viendra vite. Il y a quatre pièces dans un set d'armure : le casque, la cuirasse, les gants et les bottes.
IDS_PROPQUEST_INC_002204	Plus le niveau de l'armure est élevé, plus elle vous protège. Maintenant, allez voir #cff0000ffBoboku, le gérant du <Magasin d'Armes>#nc.
IDS_PROPQUEST_INC_002205	#cff0000ffBoboku, le gérant du <Magasin d'Armes>#nc est juste à côté.
IDS_PROPQUEST_INC_002206	Boboku est le meilleur dès qu'il s'agit d'arme. Revenez me voir si vous changez d'avis !
IDS_PROPQUEST_INC_002207	Bonjour, enchanté de vous connaître ! J'ai un cadeau pour vous, voici 500 penyas. Je vais vous expliquer le maniement des armes.
IDS_PROPQUEST_INC_002208	#cff0000ffBoboku du <Magasin d'Armes>#nc me donnera 500 penyas si je vais le voir.
IDS_PROPQUEST_INC_002209	
IDS_PROPQUEST_INC_002210	Tribulation d'un Vagabond (2)
IDS_PROPQUEST_INC_002211	Il y a des armes différentes en fonction de votre métier et de votre style de combat. Vous ne trouverez rien ici qui vous convienne pour le moment, je vous conseille de regarder ma marchandise par curiosité.
IDS_PROPQUEST_INC_002212	Un Vagabond, comme vous, peut manier une épée ou une hache, vous pouvez utiliser un bouclier aussi. Pour vous en équiper, double cliquer sur l'arme dans votre inventaire ou faite la glisser dans l'emplacement.
IDS_PROPQUEST_INC_002213	Vous aurez besoin d'une épée et d'un bouclier, je vous suggère de rencontrer #cff0000ffLuda, le <Marchand de Bouclier>#nc.
IDS_PROPQUEST_INC_002214	#cff0000ffLuda du Magasin de Bouclier#nc se trouve à côté. C'est un petit plaisantin mais il est très généreux.
IDS_PROPQUEST_INC_002215	J'oubliais, il ne vend pas uniquement que des boucliers, il propose aussi de l'équipement pour les Vagabonds. Il est donc incontournable. Si vous changez d'avis, revenez me voir.
IDS_PROPQUEST_INC_002216	(rire) heureux de vous connaître ! Je suis Luda, j'ai dans mes rayons des boucliers mais aussi de l'équipement de vagabond. Laissez-moi vous expliquer quelques petites choses.
IDS_PROPQUEST_INC_002217	#cff0000ffLuda du Magasin de Bouclier#nc me donnera 1000 penyas si je vais le voir.
IDS_PROPQUEST_INC_002218	
IDS_PROPQUEST_INC_002219	Tribulation d'un Vagabond (3)
IDS_PROPQUEST_INC_002220	(rire) Bienvenue dans le <Magasin de Bouclier>. Vous trouverez des boucliers mais aussi armes et armures pour Vagabond. Avant de choisir un métier au niveau 15, vous pourrez vous équiper ici.
IDS_PROPQUEST_INC_002221	Acheter votre première arme pour vagabond, une Epée Longue dans ma boutique. Elle coute 190 penyas hors taxe.
IDS_PROPQUEST_INC_002222	Vous pouvez aussi me vendre des objets en les glissant de votre inventaire dans la fenêtre de mon magasin. Enfantin, n'est ce pas ? Allez discuter avec #cff0000ffLosha à l'Epicerie#nc.
IDS_PROPQUEST_INC_002223	L'Epicerie de Losha se situe dans Flaris Est. Il vous faudra traverser le pont. N'oubliez pas votre épée longue.
IDS_PROPQUEST_INC_002224	Peut-être pensez vous que c'est un peu loin, mais croyez-moi, on ne fait rien de bien le ventre vide. L'<Epicerie> est donc une adresse à connaître.
IDS_PROPQUEST_INC_002225	Mon dieu, vous êtes un débutant dans Flyff, pas vrai ? Bonjour, on m'a déjà parlé de vous. Tenez, voilà la récompense promise par Luda, un bouclier vert et 1200 penyas
IDS_PROPQUEST_INC_002226	Je pourrais vous aider une fois que vous aurez votre Epée Longue que vous trouverez au <Magasin de Bouclier> de Luda.
IDS_PROPQUEST_INC_002227	Losha de l'<Epicerie> me donnera un Bouclier Vert et 1200 penyas si je lui rends visite.
IDS_PROPQUEST_INC_002228	
IDS_PROPQUEST_INC_002229	Les premiers pas du vagabond (1)
IDS_PROPQUEST_INC_002230	Bonjour, je suis Losha. L'<Epicerie> est à moi. Les plats que je vends sont très sains et vous rendent les PV perdus au combat. Les effets régénérateurs de mes plats ne peuvent vous rendre plus de PV que vous n'en avez déjà.
IDS_PROPQUEST_INC_002231	Pour manger, faîtes un double clique sur les plats dans votre inventaire. Vous pouvez aussi les glisser dans la barre de raccourci. Après avoir mangé, vous ne pourrez plus vous nourrir pendant quelques secondes.
IDS_PROPQUEST_INC_002232	Bien, assez parlé, place au combat! Il y a une multitude de jeunes Aibatts au Nord, pouvez-vous en chasser 15 ? Retournez voir Luda au <Magasin de Bouclier> quand votre mission sera remplie.
IDS_PROPQUEST_INC_002233	Ne soyez pas si nerveux, vérifiez une nouvelle fois votre équipement. Oh, n'oubliez pas d'emporter un peu de nourriture!
IDS_PROPQUEST_INC_002234	C'est vos premiers pas de vagabond. N'hésitez pas et allez de l'avant ! Revenez me voir si vous changez d'avis.
IDS_PROPQUEST_INC_002235	Parfait ! Vous vous êtes acquitté de votre tâche avec brio. Je pressens que vous serez quelqu'un d'important à Flaris dans le futur. J'ai une mission un peu plus ardue à vous confier.
IDS_PROPQUEST_INC_002236	Vous devez chasser 15 jeunes Aibatts. Vérifier votre fenêtre de quête et allez voir Luda du <Magasin de Bouclier> dès que votre tâche est achevée.
IDS_PROPQUEST_INC_002237	Luda du <Magasin de Bouclier> me donnera 1500 penyas si je vais le voir après avoir tué 15 Aibatt.
IDS_PROPQUEST_INC_002238	
IDS_PROPQUEST_INC_002239	Les premiers pas du vagabond (2)
IDS_PROPQUEST_INC_002240	Je ne pensais pas que vous progresseriez aussi vite. C'est fantastique. J'ai un dernier service à vous demander. Il y a d'autres monstres qui encerclent la ville, les Mushpangs !
IDS_PROPQUEST_INC_002241	Si vous chassez 15 Jeunes Mushpangs et 15 Mushpangs, je vous récompenserai. J'oubliais, conservez les trophées de vos victoires, ils vous seront utiles très prochainement.
IDS_PROPQUEST_INC_002242	(sourit)  je savais que vous pouviez le faire.
IDS_PROPQUEST_INC_002243	Il est très facile de chasser les Mushpangs ! Aidez-moi à préserver la paix  à Flarine. Revenez me voir si vous changez d'avis.
IDS_PROPQUEST_INC_002244	Maintenant, il n'y a plus de monstre autour de Flarine pouvant vraiment vous inquiéter. Vous êtes prêt pour explorer ce vaste monde et démontrer votre force. Ce n'est que le début de vos aventures.
IDS_PROPQUEST_INC_002245	Vous n'avez pas tué 15 petits Mushpangs et 15 Mushpangs. Revenez me voir quand vous aurez le compte.
IDS_PROPQUEST_INC_002246	Luda du <Magasin de Bouclier> me donnera 10000 penyas si je vais le voir après avoir terrassé 15 petits Mushpangs et 15 Mushpangs.
IDS_PROPQUEST_INC_002247	
IDS_PROPQUEST_INC_002248	n/a
IDS_PROPQUEST_INC_002249	n/a
IDS_PROPQUEST_INC_002250	n/a
IDS_PROPQUEST_INC_002251	n/a
IDS_PROPQUEST_INC_002252	n/a
IDS_PROPQUEST_INC_002253	n/a
IDS_PROPQUEST_INC_002254	n/a
IDS_PROPQUEST_INC_002255	
IDS_PROPQUEST_INC_002256	n/a
IDS_PROPQUEST_INC_002257	n/a
IDS_PROPQUEST_INC_002258	n/a
IDS_PROPQUEST_INC_002259	n/a
IDS_PROPQUEST_INC_002260	n/a
IDS_PROPQUEST_INC_002261	n/a
IDS_PROPQUEST_INC_002262	n/a
IDS_PROPQUEST_INC_002263	
IDS_PROPQUEST_INC_002264	Maitre Collecteur <1>
IDS_PROPQUEST_INC_002265	Je vous donnerai 10 festins de vie X si vous m'apportez 200 Petites Roues Dentées. Vous pouvez les obtenir dans la Zone de Collecte.
IDS_PROPQUEST_INC_002266	Merci. Savez vous que vous pouvez encore refaire cette quête ? He he he
IDS_PROPQUEST_INC_002267	Aucune quête n'est plus facile. Essayez-la, au moins une fois !
IDS_PROPQUEST_INC_002268	Fantastique, je n'avais même pas imaginé que vous pourriez m'amener les petites roues dentées si facilement. Comme promis, voici vos 10 festins de vie X.
IDS_PROPQUEST_INC_002269	Hmmm… Pas encore assez de petites roues dentées.
IDS_PROPQUEST_INC_002270	Ramenez 200 petites roues dentées  et obtenez 10 festins de vie X !
IDS_PROPQUEST_INC_002271	
IDS_PROPQUEST_INC_002272	Maître Collecteur <2>
IDS_PROPQUEST_INC_002273	Je te donnerai 5 Orichalques ainsi que 5 Pierres de Lune si tu me ramènes 300 Perles. Chasses des monstres de niveau 15 et tu obtiendras ses perles!
IDS_PROPQUEST_INC_002274	Ce ne sera pas difficile de collecter 300 perles si tu les chasses ardemment. Oh, et souviens-toi, tu ne peux faire cette quête qu'une seule fois. 
IDS_PROPQUEST_INC_002275	Pourquoi n'as-tu pas confiance en toi? Il n'y a rien à perdre, essaies donc!
IDS_PROPQUEST_INC_002276	Je n'aurai pu imaginer mieux! Voici les Orichalques et les Pierres de Lune que je vous avais promis.
IDS_PROPQUEST_INC_002277	Vous ne possédez pas encore assez de perles. Revenez me voire quand vous les aurez.
IDS_PROPQUEST_INC_002278	Apportez-moi 300 Perles et vous obtiendrez 5 Orichalques et 5 Pierre de Lune!
IDS_PROPQUEST_INC_002279	
IDS_PROPQUEST_INC_002280	Tu seras bientôt délivré ou ... <1>
IDS_PROPQUEST_INC_002281	J'ai une histoire à te raconter. Dans l'est lointain, il y a de cela très longtemps, vivait un marchant de parapluies. Il travaillait tout le jour avec acharnement...  
IDS_PROPQUEST_INC_002282	Ses parapluies, d'une qualité exceptionnelle, se vendaient comme des petits pains. Un matin parmi tant d'autres où il vendait ses précieux parapluies, il eut une surprise sans précédent, plus personne ne venait en acheter!
IDS_PROPQUEST_INC_002283	Il rentra donc chez lui, seul avec pour toute compagnie sa déception et ses parapluies. Dès qu'il pénétra dans sa maison, quelque chose d'étrange lui arriva… Veux-tu entendre la suite?
IDS_PROPQUEST_INC_002284	Avant, je dois t'avouer la vérité. Cette histoire est maudite et quiconque l'écoute en subit la malédiction... Te voilà donc maudit toi aussi. Tu ferais mieux de m'apporter 2 bougies sanglantes ainsi que 2 charmes pour monstres !
IDS_PROPQUEST_INC_002285	Je suis sûre que tu meurs d'envie de connaître la suite!
IDS_PROPQUEST_INC_002286	Excellent, tu m'as tout apporté! Ferme les yeux, ainsi je pourrais ôter la malédiction… Ca y est. Je te donne les bronzes ensorcelés au cas où. Ils pourraient t'être très utiles si tu dois déguerpir en vitesse!
IDS_PROPQUEST_INC_002287	Il n'y en a pas assez pour lever la malédiction… Tu ferais mieux de te dépêcher si tu veux t'en délivrer!
IDS_PROPQUEST_INC_002288	Apporte 2 bougies sanglantes et 2 charmes à la fille habillée de mystère pour te délivrer du sort.
IDS_PROPQUEST_INC_002289	
IDS_PROPQUEST_INC_002290	Tu seras bientôt délivré ou ... <2>
IDS_PROPQUEST_INC_002291	Tu veux donc écouter la fin de cette histoire. En rentrant, il trouva une fille sublime dans son salon. Elle le demanda en mariage, puis d'arrêter de vendre ses parapluies. Il accepta sans aucune hésitation.
IDS_PROPQUEST_INC_002292	Ils vécurent heureux un moment, mais comme le marchant ne pouvait plus vendre ses parapluies, l'argent commença à manquer. Veux-tu entendre la suite?
IDS_PROPQUEST_INC_002293	Ooops, te voilà de nouveau maudit!!! Ha ha ha!!! Apporte-moi 2 autres bougies sanglantes et 2 charmes si tu veux être délivré du mauvais sort.
IDS_PROPQUEST_INC_002294	Tu ne veux pas? Humm… Comme bon te semble, mais ne viens pas te plaindre quand le mauvais sort te fera subir mille tortures!
IDS_PROPQUEST_INC_002295	Tu m'as tout apporté! Ferme les yeux, ainsi je pourrais ôter la malédiction. Je te donne quelques cascades diaphanes, elles pourraient t'être utiles si tu te fais attaquer par des monstres!
IDS_PROPQUEST_INC_002296	Il n'y en a pas assez pour te délivrer de la malédiction… Dépêche-toi !
IDS_PROPQUEST_INC_002297	Apportes 2 bougies sanglantes et 2 charmes à la fille habillée de mystère pour ôter le sort.
IDS_PROPQUEST_INC_002298	
IDS_PROPQUEST_INC_002299	Tu seras bientôt délivré ou ... <3>
IDS_PROPQUEST_INC_002300	Laisse-moi te conter la fin de l'histoire. Le marchand essaya de vendre d'autres babioles pour gagner un peu d'argent mais rien ne marchait. Désespéré, il fabriqua puis vendit quelques parapluies en secret.
IDS_PROPQUEST_INC_002301	Il était heureux, acheta de quoi manger et retourna chez lui, mais sa femme avait disparu. Il la chercha des jours durant. Finalement, un villageois lui avoua qu'elle était parti avec un homme qui lui avait acheté un parapluie.
IDS_PROPQUEST_INC_002302	Triste, il ne pouvait plus rien faire. Ensuite, la rumeur courut que sa femme avait été assassinée. Depuis ce jour, plus personne n'achète ses parapluies car ils sont tous devenus rouges comme sang de la défunte épouse. Te voilà de nouveau maudit!
IDS_PROPQUEST_INC_002303	Troisième mauvais sort… Apporte-moi 2 bougies sanglantes et 2 charmes, ainsi je te délivrerais de cet enchantement. Mais c'est la dernière fois que je peux le fairepour toi.
IDS_PROPQUEST_INC_002304	Je n'ai plus d'histoire pour toi… mais tu t'en mordras les doigts!
IDS_PROPQUEST_INC_002305	Parfait, tu as tout apporté!!! Ferme les yeux, ainsi je pourrais te délivrer de la malédiction… Ca y est! Je te remercie d'avoir écouté mon histoire, devine quelle sera ta récompense! Ha ha ha!
IDS_PROPQUEST_INC_002306	Il n'y en a pas assez pour ôter la malédiction… fais vite!
IDS_PROPQUEST_INC_002307	Apporte 2 bougies sanglantes et 2 charmes à la fille habillée de mystère pour te délivrer du sort.
IDS_PROPQUEST_INC_002308	
IDS_PROPQUEST_INC_002309	Sauvez les Flocons de Neige, je vous en prie !
IDS_PROPQUEST_INC_002310	Heureux de faire votre connaissance. Je suis le Dieu de l'hiver. Je sais, j'ai une drôle d'allure pour un dieu mais j'en suis bien un pourtant. J'ai des serviteurs que l'on appelle les 'Flocons de neige'.
IDS_PROPQUEST_INC_002311	Mais voilà, je ne les ai pas vus depuis un moment. Je suis certain qu'ils ont été capturés par des méchants monstres!! Et bien que je sois un dieu, je ne peux pas bouger car je n'ai pas de pieds.
IDS_PROPQUEST_INC_002312	J'écraserais ces monstres si seulement je pouvais bouger d'ici... C'est pourquoi j'ai besoin de votre aide. Je vous en prie, sauvez les 'Flocons de Neige' et ramenez-les moi.
IDS_PROPQUEST_INC_002313	Une récompense? Bien sûr qu'il y aura une récompense. Je ne peux rien vous promettre d'exceptionnel mais je ferai de mon mieux pour vous!!
IDS_PROPQUEST_INC_002314	Commencez par trouver 10 'Flocons de Neige'. Ainsi nous pourrons surmonter la crise! Dépêchez-vous avant que les méchants monstres ne jettent mes serviteurs dans le feu!
IDS_PROPQUEST_INC_002315	Vous n'avez que faire de l'hiver. Et bien vous pouvez griller en été!!
IDS_PROPQUEST_INC_002316	Merci beaucoup. Oh, mes serviteurs, je me suis fait tant de soucis pour vous!
IDS_PROPQUEST_INC_002317	Il n'y en a pas assez pour m'aider à protéger l'hiver.. Il m'en faut vraiment 10!
IDS_PROPQUEST_INC_002318	Amenez 10 'Flocons de Neige' à Bébé Hiver. Il vous donnera un ballon rose.
IDS_PROPQUEST_INC_002319	
IDS_PROPQUEST_INC_002320	Au secours de la Fée de la neige!
IDS_PROPQUEST_INC_002321	Comme c'est gentil! Merci! En fait, d'autres de mes serviteurs ont été capturés. Il s'agit des 'Fées des Neiges'. Bien que vous ayez sauvé mes 'Flocons de Neige', je ne pourrais pas sauver l'hiver sans les 'Fées des Neiges', mes messagers...
IDS_PROPQUEST_INC_002322	Je vous en supplie. Dépêchez-vous de sauvez 10 'Fées des Neiges'!
IDS_PROPQUEST_INC_002323	Merci! Merci! Faites vite avant que les méchants monstres ne jettent mes serviteurs au feu.
IDS_PROPQUEST_INC_002324	Ainsi soit-il! Puissiez-vous souffrir des chaleurs de l'été!!
